DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000003625	NT0 HSBC HONGKONG STOCK CONNECT	Hong Kong	KINGFA SCI.&TECH. CO. LTD.(STOCK CONNECT)	CNE000001JP3	BP3R8H5	30000.	0	0	30000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000007259	NT0 CITIBANK HANDLOWY POLAND	Poland	ENEA SA PLN1.00	PLENEA000013	B3F97B2	150000.	0	50000.	100000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	INFO YATIRIM A.S. TRY1 (B SHARES)	TREINFM00017	B4K4P04	200000.	0	0	200000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000000126	NT0 CITIBANK NA CUSTODIAL SVCS BOMBAY	India	ASHOKA BUILDCON LT INR5	INE442H01029	BC43RR4	250000.	0	0	250000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	MENDERES TEKSTIL TRY1 (B SHARES)	TRAMNDRS91B0	B03MW51	250000.	0	0	250000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	VESTEL ELECTRONIK TRY1	TRAVESTL91H6	B03MZB8	1733.	0	0	1733.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005971	NT0 CITIBANK EUROPE PLC (IT)	Italy	UNIPOL GRUPPO SPA NPV	IT0004810054	B7SF135	25000.	0	0	25000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000000287	NT0 HSBC BK KOREA	Korea, Republic Of	NTELS CO. LTD. KRW500	KR7069410009	B1Z2M67	15000.	0	0	15000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000000246	NT0 CITIBANK NA EGYPT	Egypt	ELSWEDY ELECTRIC EGP1.00 (POST          SUBDIVISION)	EGS3G0Z1C014	B15Q010	400000.	0	400000.	0	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	CEMAS DOKUM SAN TRY1	TRECMAS00010	B624LY2	1000000.	0	0	1000000.	DI	 	0	0	0	0
